price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,year_sold,house_age,renovated,season,year_built_encoded
287000.0,4,2.5,2240,4648,2.0,0,0,2,7,2240,0.0,47.3378,-122.257,2014,9,0,4,6
1330000.0,5,2.25,3200,20158,1.0,0,0,2,8,1600,1600.0,47.6303,-122.215,2014,49,0,3,4
1040000.0,5,3.25,4770,50094,1.0,0,0,3,11,3070,1700.0,47.6525,-122.16,2014,41,0,4,4
325000.0,3,2.0,1260,5612,1.0,0,0,3,7,1260,0.0,47.7362,-122.179,2015,43,0,1,4
571000.0,4,2.0,2750,7807,1.5,0,0,4,7,2250,500.0,47.7168,-122.287,2014,98,0,3,1
349000.0,3,1.75,1790,50529,1.0,0,0,4,7,1090,700.0,47.3511,-122.073,2015,50,0,2,4
832500.0,4,4.0,3430,35102,2.0,0,0,3,10,2390,1040.0,47.5822,-121.987,2014,28,0,4,5
410000.0,3,1.0,1410,5060,1.0,0,0,3,7,910,500.0,47.7073,-122.34,2014,58,0,3,3
390000.0,3,2.5,2350,5100,2.0,0,0,2,8,2350,0.0,47.3512,-122.008,2014,11,0,1,6
360000.0,4,2.5,1900,5889,2.0,0,0,2,7,1900,0.0,47.349,-122.031,2014,22,0,1,5
355000.0,2,1.0,2020,6720,1.0,0,0,2,7,1010,1010.0,47.5474,-122.291,2014,66,0,4,3
356000.0,3,1.5,1680,8712,1.0,0,0,2,8,1680,0.0,47.4811,-122.149,2015,51,0,1,4
315000.0,3,1.0,960,6634,1.0,0,0,2,6,960,0.0,47.7264,-122.31,2014,62,0,3,3
940000.0,3,1.5,2140,3600,2.0,0,0,2,9,1900,240.0,47.6337,-122.365,2014,89,0,4,2
305000.0,5,2.25,2660,8400,1.5,0,0,4,7,2660,0.0,47.2909,-122.189,2014,53,0,4,4
243500.0,4,2.5,1980,7403,2.0,0,0,2,7,1980,0.0,47.2897,-122.372,2014,26,0,2,5
1100000.0,5,2.75,3520,6353,2.0,0,0,3,10,3520,0.0,47.6506,-122.391,2015,14,0,2,6
153000.0,3,1.0,1200,10500,1.0,0,0,2,7,1200,0.0,47.322,-122.351,2015,53,0,1,4
430000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290.0,47.687,-122.386,2014,75,0,3,2
700000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290.0,47.687,-122.386,2014,75,0,1,2
905000.0,4,2.5,3300,10250,1.0,0,0,2,7,2390,910.0,47.5873,-122.249,2014,68,1,4,3
247500.0,3,1.75,1960,15681,1.0,0,0,2,7,1960,0.0,47.3576,-122.277,2015,48,0,2,4
199000.0,4,1.5,1160,6400,1.0,0,0,3,7,1160,0.0,47.3036,-122.378,2014,39,0,4,4
314000.0,3,1.75,1810,41800,1.0,0,0,4,7,1210,600.0,47.4109,-121.958,2014,34,0,3,4
437500.0,3,2.5,2320,36847,2.0,0,1,2,9,2320,0.0,47.4838,-121.714,2014,22,0,2,5
850830.0,3,2.5,2070,13241,1.5,0,0,4,9,1270,800.0,47.6415,-122.315,2014,104,0,3,1
555000.0,3,2.0,1980,3478,1.5,0,0,3,7,1440,540.0,47.6775,-122.372,2014,85,0,4,2
699950.0,3,2.25,2190,107593,2.0,0,0,3,8,2190,0.0,47.7731,-122.08,2014,31,0,1,5
1090000.0,3,2.5,2920,8113,2.0,0,0,2,8,2920,0.0,47.5814,-122.196,2014,64,1,4,3
290000.0,3,1.0,1210,33919,1.0,0,0,2,7,1210,0.0,47.4375,-122.184,2014,60,0,4,3
460000.0,3,1.0,1670,4005,1.5,0,0,3,7,1170,500.0,47.6878,-122.38,2014,75,0,2,2
188500.0,2,1.75,1240,2493,1.0,0,0,3,8,1240,0.0,47.3813,-122.322,2014,29,0,3,5
680000.0,4,2.5,3140,28037,2.0,0,0,3,10,3140,0.0,47.7304,-122.082,2015,24,0,2,5
470000.0,5,1.75,2030,12342,2.0,0,0,3,7,2030,0.0,47.6417,-122.109,2014,72,0,3,3
570000.0,3,1.75,1260,3328,1.0,0,0,4,6,700,560.0,47.6823,-122.349,2015,110,0,2,1
329950.0,3,1.75,2080,5969,1.0,0,1,2,7,1080,1000.0,47.5474,-122.295,2014,43,0,4,4
518500.0,3,3.5,1590,1102,3.0,0,0,2,8,1590,0.0,47.6824,-122.347,2014,4,0,3,6
205425.0,2,1.0,880,6780,1.0,0,0,3,6,880,0.0,47.5009,-122.248,2014,69,0,3,3
535000.0,4,1.0,1610,2982,1.5,0,0,3,7,1610,0.0,47.587,-122.294,2015,90,0,2,2
660000.0,3,2.5,2400,6474,1.0,0,1,2,8,1560,840.0,47.7728,-122.386,2015,51,0,1,4
395000.0,2,1.0,770,6000,1.0,0,0,2,6,770,0.0,47.6999,-122.364,2015,62,0,2,3
770000.0,3,2.25,2910,10204,2.0,0,0,2,9,2910,0.0,47.6897,-122.098,2014,24,0,3,5
1450000.0,4,2.75,2750,17789,1.5,0,0,2,8,1980,770.0,47.6141,-122.212,2015,101,1,2,1
212000.0,3,1.75,1060,7875,1.0,0,0,3,7,1060,0.0,47.2761,-122.152,2015,29,0,1,5
660500.0,4,2.25,2010,9603,1.0,0,0,2,8,1440,570.0,47.5343,-122.054,2015,29,0,2,5
784000.0,3,3.5,3950,111078,1.5,0,0,2,9,2460,1490.0,47.697,-122.072,2014,25,0,3,5
453246.0,3,2.5,2010,2287,2.0,0,0,2,8,1390,620.0,47.5517,-121.998,2014,0,0,2,6
675000.0,4,3.5,2140,2278,3.0,0,0,2,9,2140,0.0,47.6734,-122.38,2015,10,0,1,6
220000.0,4,1.75,2020,7840,1.0,0,0,2,7,1010,1010.0,47.3309,-122.299,2014,46,0,3,4
382500.0,2,1.0,1190,4440,1.0,0,0,2,6,1190,0.0,47.7135,-122.287,2014,33,0,3,5
665000.0,2,1.0,1110,3200,1.0,0,0,2,7,1110,0.0,47.6338,-122.358,2014,89,0,3,2
205000.0,3,1.0,1610,8579,1.0,0,0,3,7,1010,600.0,47.4563,-122.171,2015,53,0,2,4
500000.0,4,2.25,2030,8517,1.0,0,0,3,8,1380,650.0,47.5495,-122.174,2015,54,0,1,4
921500.0,4,2.5,3670,315374,2.0,0,0,3,9,3670,0.0,47.7421,-122.026,2014,20,0,1,5
890000.0,4,1.0,2550,4000,2.0,0,0,2,8,2370,180.0,47.6354,-122.353,2014,109,0,3,1
430000.0,2,2.5,2420,60984,2.0,0,0,2,7,2420,0.0,47.5262,-121.943,2014,7,0,3,6
258000.0,5,2.0,2260,12500,1.0,0,0,3,8,1130,1130.0,47.3887,-122.286,2014,54,0,4,3
511000.0,3,1.0,1430,3455,1.0,0,0,2,7,980,450.0,47.6873,-122.336,2014,67,0,4,3
532170.0,3,2.0,1360,3090,2.0,0,0,2,8,1360,0.0,47.6838,-122.353,2014,24,0,3,5
560000.0,3,1.0,1110,5000,1.5,0,0,2,7,1110,0.0,47.655,-122.359,2015,68,0,2,3
2250000.0,4,3.25,5180,19850,2.0,0,3,2,12,3540,1640.0,47.562,-122.162,2015,9,0,2,6
350000.0,1,1.0,700,5100,1.0,0,0,2,7,700,0.0,47.679,-122.3,2014,72,0,2,3
215000.0,3,1.0,1180,7669,1.0,0,0,3,7,1180,0.0,47.4479,-122.176,2014,47,0,3,4
650000.0,5,3.5,3960,25245,2.0,0,0,2,9,2500,1460.0,47.525,-122.172,2014,18,0,4,5
320000.0,4,2.75,2640,7500,1.0,0,0,2,8,1620,1020.0,47.3135,-122.369,2014,47,0,3,4
247000.0,3,2.0,1270,7198,1.5,0,0,2,7,1270,0.0,47.2086,-121.996,2014,98,1,4,1
320000.0,4,1.75,1760,11180,1.0,0,0,3,8,1760,0.0,47.4715,-122.118,2014,46,0,4,4
255000.0,5,2.25,2060,8632,1.0,0,0,2,7,1030,1030.0,47.4877,-122.335,2014,52,0,2,4
438000.0,3,1.75,1780,9660,1.0,0,0,2,7,1780,0.0,47.7171,-122.193,2015,53,0,2,4
900000.0,3,2.5,3400,16603,2.0,0,0,2,10,3400,0.0,47.6012,-122.023,2015,15,0,2,5
441000.0,3,2.75,1910,7280,1.0,0,0,2,7,1160,750.0,47.7319,-122.224,2014,35,0,3,4
420000.0,3,2.0,2020,38332,1.0,0,0,3,7,1010,1010.0,47.4582,-122.023,2014,39,0,3,4
370000.0,3,1.75,1580,7000,1.0,0,0,2,7,1180,400.0,47.7209,-122.168,2014,38,0,1,4
269950.0,2,1.75,1340,7250,1.0,0,0,4,5,700,640.0,47.408,-122.327,2015,66,0,1,3
807100.0,4,2.5,2680,4499,2.0,0,0,2,9,2680,0.0,47.565,-122.125,2015,16,0,2,5
653000.0,3,2.5,2680,9750,1.0,0,0,3,8,1610,1070.0,47.7028,-122.231,2014,35,0,3,4
284000.0,3,1.75,1560,21000,1.0,0,0,2,7,1560,0.0,47.4776,-122.337,2015,61,0,2,3
917500.0,4,2.5,3880,35003,2.0,0,0,2,10,2570,1310.0,47.6477,-122.182,2015,31,0,1,5
673000.0,4,2.25,2590,8190,2.0,0,0,3,8,2590,0.0,47.5619,-122.125,2014,34,0,4,4
425000.0,3,2.5,1120,1100,2.0,0,0,2,8,820,300.0,47.6106,-122.31,2015,7,0,1,6
399950.0,5,2.75,1970,5400,1.0,0,0,2,7,1320,650.0,47.5868,-122.308,2014,28,0,3,5
269950.0,3,1.5,1950,7560,1.0,0,1,3,7,1320,630.0,47.1976,-121.999,2014,39,0,4,4
260000.0,3,2.5,1670,5797,2.0,0,0,2,7,1670,0.0,47.3505,-122.179,2014,26,0,3,5
470000.0,4,3.0,2380,5125,1.5,0,0,3,7,1680,700.0,47.5384,-122.376,2015,90,0,2,2
163500.0,2,1.5,1050,3419,2.0,0,0,2,7,1050,0.0,47.3848,-122.039,2014,18,0,3,5
835000.0,4,2.75,3130,13412,2.0,0,0,2,9,2140,990.0,47.6993,-122.102,2014,21,0,4,5
1100000.0,5,3.0,4090,12850,1.0,0,1,3,10,2090,2000.0,47.6627,-122.188,2014,28,0,4,5
269000.0,4,1.75,1490,10000,1.0,0,0,3,8,1100,390.0,47.3099,-122.379,2015,46,0,2,4
585188.0,3,2.25,2230,10026,1.0,0,0,2,8,1430,800.0,47.6647,-122.153,2014,39,0,1,4
166950.0,3,1.0,1190,8820,1.0,0,0,2,6,1190,0.0,47.4616,-122.184,2014,55,0,4,3
799000.0,3,2.5,2140,9897,1.0,0,0,3,8,2140,0.0,47.5505,-122.219,2014,55,0,4,3
400000.0,3,2.5,2180,7508,1.0,0,0,3,7,1420,760.0,47.7606,-122.336,2014,52,0,3,4
230000.0,3,1.0,1060,10228,1.0,0,0,2,7,1060,0.0,47.7481,-122.3,2014,66,0,1,3
256883.0,3,2.5,1690,5025,2.0,0,0,2,8,1690,0.0,47.2779,-122.347,2014,11,0,2,6
423000.0,4,2.0,1970,6480,1.5,0,0,4,7,1130,840.0,47.5511,-122.312,2014,94,0,4,1
440000.0,3,2.5,1910,66211,2.0,0,0,2,7,1910,0.0,47.5385,-121.911,2015,18,0,1,5
385000.0,3,1.75,1350,155073,1.0,0,0,3,7,1350,0.0,47.4058,-121.994,2014,45,0,4,4
297000.0,3,2.5,1940,14952,2.0,0,0,2,8,1940,0.0,47.3777,-122.165,2014,20,0,4,5
470000.0,3,1.0,1010,5000,1.0,0,0,2,7,1010,0.0,47.675,-122.394,2014,62,0,3,3
226500.0,3,1.5,1300,7370,1.0,0,0,3,7,900,400.0,47.3025,-122.37,2014,38,0,3,4
274250.0,3,1.0,910,8450,1.0,0,0,3,6,910,0.0,47.4787,-122.158,2015,53,0,2,4
677900.0,3,2.5,2440,4587,2.0,0,0,2,8,2440,0.0,47.7073,-122.114,2014,4,0,4,6
180250.0,2,0.75,900,9600,1.0,0,0,2,6,900,0.0,47.4604,-122.339,2014,73,0,4,3
464000.0,6,3.0,2300,3404,2.0,0,0,2,7,1600,700.0,47.7067,-122.343,2014,94,1,3,1
625504.0,3,2.25,1270,1566,2.0,0,0,2,8,1060,210.0,47.6647,-122.284,2014,0,0,3,6
592500.0,4,2.5,2240,12032,1.0,0,0,2,9,2240,0.0,47.6143,-122.017,2014,31,0,2,5
465000.0,3,2.5,2714,17936,2.0,0,0,2,9,2714,0.0,47.3185,-122.275,2015,10,0,1,6
477000.0,4,2.75,1720,6270,2.0,0,0,2,8,1720,0.0,47.5458,-122.268,2014,36,0,2,4
280000.0,2,1.0,850,16400,1.0,0,0,2,6,850,0.0,47.4889,-122.299,2015,92,0,1,2
1070000.0,2,2.25,3900,14864,1.0,0,3,2,8,1950,1950.0,47.5884,-122.291,2014,67,0,3,3
467000.0,2,1.5,1320,10800,1.0,0,0,3,8,1320,0.0,47.7145,-122.367,2014,67,0,4,3
686000.0,4,2.5,2760,6440,2.0,0,0,2,10,2760,0.0,47.5836,-122.026,2014,15,0,3,5
279950.0,3,2.0,1750,9750,1.0,0,0,2,7,1350,400.0,47.398,-122.299,2014,53,0,3,4
527000.0,4,2.25,2330,19436,2.0,0,0,2,8,2330,0.0,47.7663,-122.215,2014,27,0,4,5
325000.0,3,2.25,2220,16020,1.0,0,0,3,8,1780,440.0,47.3758,-122.217,2014,48,0,4,4
328000.0,3,2.25,2020,8379,2.0,0,0,2,7,2020,0.0,47.3828,-122.023,2014,20,0,4,5
235000.0,3,1.0,1430,15246,1.0,0,0,3,7,980,450.0,47.4075,-122.214,2015,54,0,1,4
516500.0,3,2.5,1480,4729,2.0,0,0,2,7,1480,0.0,47.6794,-122.034,2015,11,0,2,6
655000.0,2,1.75,1450,15798,2.0,1,4,2,7,1230,220.0,47.4497,-122.375,2015,100,1,2,1
500000.0,4,2.75,2280,15347,1.0,0,0,4,7,2280,0.0,47.5218,-122.164,2014,54,0,3,3
315000.0,6,2.75,2940,7350,1.0,0,0,2,8,1780,1160.0,47.3103,-122.339,2014,36,0,4,4
213000.0,2,1.0,1000,10200,1.0,0,0,2,6,1000,0.0,47.5687,-121.899,2014,53,0,4,4
1030000.0,5,4.0,3760,28040,2.0,0,0,2,10,3760,0.0,47.6489,-122.183,2014,31,0,3,5
416000.0,3,2.0,2220,94300,1.0,0,0,4,7,1640,580.0,47.3459,-121.95,2015,39,0,2,4
410000.0,4,1.0,1970,4740,1.5,0,0,2,7,1670,300.0,47.6136,-122.303,2015,111,1,2,1
800000.0,3,3.5,3830,221284,2.0,0,0,2,10,3530,300.0,47.7641,-122.023,2014,21,0,3,5
472000.0,6,2.5,4410,14034,1.0,0,1,3,9,2350,2060.0,47.3376,-122.324,2014,49,0,2,4
225000.0,3,1.75,1430,8505,1.0,0,0,3,7,1430,0.0,47.3173,-122.319,2014,46,0,1,4
210000.0,2,1.0,830,6000,1.0,0,0,2,6,830,0.0,47.5308,-122.376,2014,74,0,4,2
455000.0,2,1.0,1430,5000,1.5,0,0,1,7,1430,0.0,47.6727,-122.299,2015,90,0,1,2
225000.0,3,1.0,1300,8316,1.0,0,0,3,6,1300,0.0,47.3221,-122.216,2015,61,0,2,3
480000.0,2,1.0,1030,3060,1.0,0,1,3,7,790,240.0,47.6779,-122.353,2014,96,0,3,1
363000.0,3,2.5,2740,11872,2.0,0,0,2,9,2740,0.0,47.3076,-122.395,2015,25,0,1,5
2400000.0,4,2.5,3650,8354,1.0,1,4,2,9,1830,1820.0,47.6338,-122.072,2014,14,0,4,5
181000.0,2,1.5,720,5120,1.0,0,0,2,6,720,0.0,47.5218,-122.357,2015,61,0,1,3
481000.0,3,1.75,1560,3000,1.0,0,0,3,6,770,790.0,47.6846,-122.345,2015,97,0,2,1
260000.0,3,2.0,1810,7209,1.0,0,0,3,7,1240,570.0,47.3656,-122.278,2014,36,0,4,4
455000.0,4,2.5,3360,7685,2.0,0,0,2,9,3360,0.0,47.4369,-122.111,2014,13,0,2,6
415000.0,3,2.25,1510,36224,2.0,0,0,2,8,1510,0.0,47.4616,-121.711,2015,24,0,2,5
349500.0,3,1.0,1400,3538,1.0,0,0,2,7,800,600.0,47.5405,-122.27,2015,62,0,2,3
245000.0,3,2.5,1730,7442,2.0,0,0,2,7,1730,0.0,47.3507,-122.178,2014,27,0,4,5
592500.0,2,2.0,1420,9191,1.5,0,1,4,7,1420,0.0,47.6979,-122.32,2014,86,0,2,2
385000.0,4,1.75,2360,7620,1.0,0,0,3,7,1180,1180.0,47.5278,-122.345,2014,59,0,4,3
315000.0,3,1.75,1580,11455,1.0,0,0,3,7,1200,380.0,47.4756,-122.147,2015,41,0,1,4
237000.0,3,1.75,1270,8470,1.0,0,0,3,7,1270,0.0,47.4207,-122.29,2014,54,0,4,3
525000.0,3,2.25,2100,40510,2.0,0,0,2,10,1320,780.0,47.6154,-122.047,2014,35,0,1,4
425000.0,2,1.0,770,5040,1.0,0,0,2,5,770,0.0,47.5964,-122.299,2015,85,0,2,2
369900.0,1,0.75,760,10079,1.0,1,4,4,5,760,0.0,47.4683,-122.438,2014,78,0,4,2
290000.0,4,2.5,1700,7280,2.0,0,0,3,7,1700,0.0,47.4045,-122.171,2014,26,0,2,5
285000.0,3,1.0,1120,10701,1.0,0,0,2,7,1120,0.0,47.5544,-122.358,2014,60,0,4,3
415000.0,2,1.0,1070,4500,1.0,0,0,2,7,1070,0.0,47.6802,-122.29,2014,77,0,3,2
272500.0,3,2.5,2070,9900,1.0,0,0,2,8,1420,650.0,47.2988,-122.371,2015,36,0,2,4
210000.0,3,1.0,1700,11390,1.0,0,0,3,7,1700,0.0,47.3271,-122.323,2014,47,0,4,4
331000.0,3,1.75,1080,1306,1.0,0,0,2,7,580,500.0,47.6601,-122.4,2014,60,1,4,3
365000.0,3,2.5,2653,4510,2.0,0,0,2,8,2653,0.0,47.4145,-122.166,2015,9,0,2,6
770000.0,4,2.75,3820,26300,2.0,0,0,2,9,2850,970.0,47.7618,-122.261,2014,0,0,4,6
405000.0,3,1.75,2390,6000,1.0,0,0,2,6,1240,1150.0,47.5362,-122.268,2015,107,0,2,1
170000.0,2,1.0,860,5265,1.0,0,0,2,6,860,0.0,47.5048,-122.272,2015,84,0,1,2
2050000.0,5,3.0,3830,8480,2.0,0,2,4,9,2630,1200.0,47.6166,-122.287,2015,110,1,2,1
780000.0,4,2.5,3500,7048,2.0,0,0,2,9,3500,0.0,47.6811,-122.025,2014,9,0,3,6
330000.0,3,3.0,2420,13959,1.0,0,0,3,8,1740,680.0,47.7486,-122.23,2015,27,0,2,5
370000.0,4,2.5,2720,8666,2.0,0,0,2,9,2720,0.0,47.3846,-122.169,2014,22,0,4,5
467000.0,5,2.25,2500,13500,1.0,0,0,2,7,1850,650.0,47.7564,-122.144,2014,35,0,4,4
675000.0,5,2.25,2900,10300,1.0,0,0,2,8,1450,1450.0,47.5461,-122.151,2014,29,0,3,5
500000.0,2,1.0,1640,14100,1.0,0,0,3,7,1140,500.0,47.5712,-122.143,2014,60,0,3,3
630000.0,4,1.75,2950,9025,1.0,0,1,3,8,1780,1170.0,47.7128,-122.223,2015,40,0,1,4
360000.0,4,2.5,2160,9528,2.0,0,0,2,9,2160,0.0,47.3341,-122.255,2014,22,0,4,5
580000.0,4,3.0,3280,11060,2.0,0,0,2,8,2270,1010.0,47.5399,-122.181,2014,28,0,4,5
550000.0,3,2.0,1970,4166,2.0,0,3,4,8,1270,700.0,47.5717,-122.375,2014,85,0,3,2
879000.0,4,2.5,3360,22111,2.0,0,0,2,10,3360,0.0,47.5951,-122.017,2014,20,0,3,5
404000.0,3,1.5,2030,8880,1.0,0,0,2,7,1330,700.0,47.5586,-122.311,2014,51,0,3,4
267500.0,3,1.75,1590,11914,1.0,0,1,2,7,1090,500.0,47.4427,-122.274,2014,57,0,2,3
3080000.0,4,5.0,4550,18641,1.0,1,4,2,10,2600,1950.0,47.6053,-122.077,2014,12,0,3,6
335000.0,3,2.5,2440,7632,2.0,0,0,2,8,2440,0.0,47.3494,-122.301,2014,16,0,3,5
208633.0,3,2.5,2040,3810,2.0,0,0,2,8,2040,0.0,47.3537,-122.0,2015,9,0,2,6
315000.0,3,2.25,2200,8750,1.0,0,0,3,7,1120,1080.0,47.476000000000006,-122.337,2015,51,0,1,4
725000.0,3,1.75,1920,3300,1.0,0,0,3,8,960,960.0,47.6239,-122.298,2015,102,0,1,1
550000.0,4,2.75,1800,7750,1.0,0,0,3,8,1400,400.0,47.7776,-122.384,2015,50,0,2,4
550700.0,2,1.0,1010,5000,1.5,0,0,3,6,1010,0.0,47.6692,-122.297,2015,107,0,1,1
201000.0,5,1.75,1660,78408,1.5,0,0,2,6,1660,0.0,47.529,-121.837,2014,99,0,4,1
2380000.0,5,2.5,3650,9050,2.0,0,4,4,10,3370,280.0,47.6345,-122.367,2014,93,0,2,2
1380000.0,4,3.25,4290,12103,1.0,0,3,2,11,2690,1600.0,47.5503,-122.102,2014,17,0,3,5
1400000.0,4,3.25,4290,12103,1.0,0,3,2,11,2690,1600.0,47.5503,-122.102,2014,17,0,1,5
305000.0,4,2.25,1950,7700,1.0,0,0,2,8,1350,600.0,47.4441,-122.125,2014,35,0,4,4
487000.0,3,2.0,2590,14052,1.0,0,0,4,8,1720,870.0,47.7357,-122.333,2015,67,0,2,3
390000.0,3,2.5,1930,64904,1.0,0,0,3,8,1930,0.0,47.346,-122.157,2015,27,0,2,5
268750.0,4,1.0,800,8775,1.0,0,0,2,6,800,0.0,47.48,-122.336,2014,71,0,4,3
819900.0,5,2.75,3150,7119,2.0,0,0,2,9,3150,0.0,47.6759,-122.151,2014,1,0,2,6
520000.0,3,2.25,2030,16200,2.0,0,0,2,8,2030,0.0,47.5162,-122.057,2014,30,0,4,5
230000.0,3,2.0,1450,11204,1.0,0,0,2,7,1450,0.0,47.2639,-122.252,2014,11,0,3,6
240000.0,3,1.75,1510,10248,1.0,0,0,2,7,1510,0.0,47.2929,-122.371,2015,46,0,1,4
240500.0,2,1.0,1240,12092,1.0,0,0,2,6,960,280.0,47.4957,-122.352,2015,93,1,2,2
274975.0,3,2.5,3030,45004,2.0,0,0,2,9,3030,0.0,47.7721,-122.093,2014,27,0,4,5
186375.0,3,1.0,1000,7636,1.0,0,0,1,7,1000,0.0,47.472,-122.344,2015,63,0,2,3
790000.0,3,2.25,2370,10289,1.0,0,0,3,9,1590,780.0,47.592,-122.166,2014,37,0,3,4
